year,start_of_year_date,end_of_year_date,Facility_Name,animal_category,animal_type,start_of_year_in_shelter_count,start_of_year_in_foster_care_count,intake_stray,intake_relinquished,intake_in_state_transfer,intake_out_of_state_transfer,intake_other,outcome_adoption,outcome_return_to_owner,outcome_in_state_transfer,outcome_out_of_state_transfer,outcome_other,outcome_deaths,outcome_euthanasia,outcome_missing_or_stolen,end_of_year_in_shelter_count,end_of_year_in_foster_care_count
2022,2022-01-01,2022-12-31,2nd Chance Vizsla Rescue Inc,dog,adult,0,9,0,3,0,0,0,5,0,0,0,0,0,0,0,0,7
2022,2022-01-01,2022-12-31,Animal Rescue of the Rockies Cat Casita,cat,adult,11,0,3,6,0,18,0,30,0,0,0,0,0,0,0,8,0
2022,2022-01-01,2022-12-31,Bear Creek Animal Hospital,cat,juvenile,0,0,126,11,0,0,0,67,1,2,0,0,51,13,0,3,0
2022,2022-01-01,2022-12-31,Cats League of the Western Slope,cat,juvenile,0,0,277,2,0,0,0,136,0,102,0,0,0,0,0,0,41
2022,2022-01-01,2022-12-31,Harmony Animal Matchmaker and Sanctuary,other,rabbits,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2022,2022-01-01,2022-12-31,Eagle County Animal Shelter and Services,other,small mammals,0,0,1,5,0,0,0,0,0,6,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Rocky Mountain Lab Rescue,dog,juvenile,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,Rocky Mountain Feline Rescue,cat,juvenile,0,0,28,33,165,269,18,430,0,7,0,0,29,14,0,15,18
2022,2022-01-01,2022-12-31,Southern Colorado Spay & Neuter Coalition,cat,juvenile,18,0,23,33,1,0,0,57,0,0,0,0,5,2,0,4,7
2022,2022-01-01,2022-12-31,City of La Junta Animal Shelter,dog,juvenile,0,0,9,0,0,0,0,0,2,7,0,0,0,0,0,0,0
2022,2022-01-01,2022-12-31,City of Yuma Animal Shelter,dog,juvenile,0,1,15,0,0,0,0,6,6,1,0,0,0,0,0,2,1
2024,2024-01-01,2024-12-31,Teller County Regional Animal Shelter,dog,juvenile,0,5,8,14,29,38,4,89,4,0,0,0,1,0,0,0,4
2024,2024-01-01,2024-12-31,William Adamson,dog,adult,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0
2024,2024-01-01,2024-12-31,Beasties a pet store & more,other,reptiles and amphibians,39,0,0,141,18,0,0,190,0,0,0,0,0,0,0,8,0
2024,2024-01-01,2024-12-31,Overturf Animal Sanctuary,dog,adult,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0
2024,2024-01-01,2024-12-31,Dumb Friends League - Veterinary Hospital at CSU Spur,cat,adult,2,0,2,4,5,0,0,11,0,0,0,0,0,0,0,2,0
2024,2024-01-01,2024-12-31,The Feline Fix,cat,juvenile,0,23,69,12,0,0,20,110,0,0,0,0,2,2,0,0,10
2024,2024-01-01,2024-12-31,"Rocky Mountain Collie and Sheltie Rescue, INC.",dog,juvenile,0,0,0,8,0,6,0,8,0,0,0,0,0,0,0,0,6
2024,2024-01-01,2024-12-31,Harley's Dream,dog,adult,0,3,0,10,22,8,0,40,0,0,0,0,0,1,0,0,2
2024,2024-01-01,2024-12-31,Wet Mountain Animal Welfare LLC,cat,juvenile,0,9,0,6,0,0,0,5,0,8,0,0,0,0,0,0,2
2024,2024-01-01,2024-12-31,5280 Reptile Room North,other,reptiles and amphibians,0,0,0,329,0,0,0,268,0,16,0,0,25,0,0,20,0
2024,2024-01-01,2024-12-31,Town of Rangely Animal Shelter,dog,adult,9,0,68,22,0,0,0,29,58,5,0,0,0,1,0,6,0
2024,2024-01-01,2024-12-31,Fort Lupton Police Department,cat,adult,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0
2024,2024-01-01,2024-12-31,Ark-Valley Humane Society,other,small mammals,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0
2024,2024-01-01,2024-12-31,DMK Rehoming,dog,juvenile,0,16,0,0,0,91,0,89,0,0,0,0,0,0,0,0,18
2024,2024-01-01,2024-12-31,Paragon Service Dogs,dog,juvenile,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
2024,2024-01-01,2024-12-31,Wagging Dog Rescue,dog,adult,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2024,2024-01-01,2024-12-31,HearthFire Keep fka Happy Haven Farm & Sanctuary,cat,adult,22,0,0,0,0,0,0,4,0,0,14,0,1,0,0,3,0
2024,2024-01-01,2024-12-31,Denver Animal Shelter,other,other,3,0,12,25,0,0,76,56,9,8,0,14,24,5,0,0,0
2024,2024-01-01,2024-12-31,Colorado Herding Dog Rescue,dog,adult,0,2,0,1,0,53,0,49,0,2,3,0,0,1,0,0,1
2024,2024-01-01,2024-12-31,Majestic Canine Rescue,dog,adult,82,0,0,4,0,5,0,0,0,0,0,0,6,9,0,76,0
2024,2024-01-01,2024-12-31,The Misfits Dog Rescue,dog,adult,0,5,0,29,14,5,0,49,0,0,0,0,0,2,0,0,2
2024,2024-01-01,2024-12-31,DELTA COUNTY HUMANE SOCIETY,cat,adult,0,8,5,0,0,0,5,10,0,0,0,0,0,0,0,0,8
2024,2024-01-01,2024-12-31,"Indigo Mountain Nature Center, Inc.",dog,adult,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0
2024,2024-01-01,2024-12-31,National Mill Dog Rescue,dog,adult,99,16,0,739,22,95,60,828,0,14,79,0,4,6,0,91,9
2024,2024-01-01,2024-12-31,Little Paws Matter,dog,juvenile,0,0,0,47,24,0,0,68,0,0,0,0,3,0,0,0,0
2024,2024-01-01,2024-12-31,Laws4Paws,dog,adult,0,9,0,4,5,0,0,3,0,0,0,6,0,0,0,1,8
2024,2024-01-01,2024-12-31,4 Paws 4 Life Rescue,cat,juvenile,3,0,0,1,0,62,8,72,0,0,0,0,2,0,0,0,0
2024,2024-01-01,2024-12-31,Yoga Animals Rescue Foundation,dog,juvenile,0,0,0,1,7,1,0,7,0,0,0,0,0,0,0,0,2
2024,2024-01-01,2024-12-31,Mother Gaia Animal Rescue,dog,adult,0,1,0,1,0,30,0,28,0,0,0,0,0,0,0,0,4
2024,2024-01-01,2024-12-31,"The Humane Society of Pagosa Springs, Inc",cat,adult,37,0,68,33,0,0,0,75,8,23,0,0,1,2,0,29,0
2024,2024-01-01,2024-12-31,Hoof and Paw,dog,juvenile,1,4,2,12,3,0,0,9,0,0,0,0,0,0,0,6,7
2024,2024-01-01,2024-12-31,Victory Service Dogs,dog,adult,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Front Range Freedom Rescue,cat,adult,0,68,0,25,65,234,0,289,0,22,0,0,1,1,0,0,79
2024,2024-01-01,2024-12-31,Animal Rescue of the Rockies,cat,juvenile,0,63,0,0,432,22,392,818,0,0,0,0,3,0,0,0,88
2024,2024-01-01,2024-12-31,Colorado Japanese Chin Rescue,dog,juvenile,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Old Soul Canine Rescue,dog,adult,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3
2024,2024-01-01,2024-12-31,Happy Cats Haven,cat,adult,48,75,86,107,165,63,461,319,12,112,0,403,1,4,0,55,99
2024,2024-01-01,2024-12-31,Pet Paradise Inc,other,small mammals,2,0,0,65,0,0,0,67,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Pet Association Of Estes Park,dog,adult,1,3,0,3,6,33,0,33,0,0,0,0,0,0,0,4,9
2024,2024-01-01,2024-12-31,Running Dog Rescue,dog,adult,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,HemoSolutions,cat,adult,93,0,1,0,0,0,0,6,0,8,0,0,5,4,0,71,0
2024,2024-01-01,2024-12-31,Town of Rangely Animal Shelter,dog,juvenile,12,1,13,0,0,0,9,29,3,3,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Mile High Dachshunds Rescue Inc.,dog,adult,0,1,0,17,2,0,0,19,0,0,0,0,0,0,0,0,1
2024,2024-01-01,2024-12-31,Stray and Orphaned Animal Rescue SOAR,dog,adult,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,1
2024,2024-01-01,2024-12-31,L.O.L.A.'S Rescue,cat,adult,0,13,1,4,4,35,0,52,0,0,0,0,1,0,0,0,4
2024,2024-01-01,2024-12-31,DELTA COUNTY HUMANE SOCIETY,cat,juvenile,0,52,20,5,0,0,0,39,0,0,0,0,0,0,0,0,38
2024,2024-01-01,2024-12-31,Dumb Friends League - Buddy Center,other,rabbits,6,0,12,74,11,0,2,49,0,52,0,0,1,2,0,1,0
2024,2024-01-01,2024-12-31,Happy Little Rescue/Harmony,other,rabbits,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,PETS R PEOPLE TOO,other,birds,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Golden Retriever Freedom Rescue,dog,adult,14,0,0,12,17,145,0,171,0,0,0,0,0,2,0,15,0
2024,2024-01-01,2024-12-31,A cat rescue out in the sticks,cat,adult,4,1,10,23,1,0,115,4,114,27,0,0,2,0,0,7,0
2024,2024-01-01,2024-12-31,Happy Cats Haven,cat,juvenile,12,33,199,128,61,23,43,455,1,6,0,0,10,5,0,0,22
2024,2024-01-01,2024-12-31,Paws On The Ground Colorado,dog,juvenile,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Soul Dog Rescue,dog,juvenile,256,130,877,0,0,0,28,1054,0,0,0,0,6,28,0,100,103
2024,2024-01-01,2024-12-31,Stay Animal Rescue,dog,adult,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,County of Clear Creek Animal Shelter,cat,adult,8,8,14,5,0,0,2,7,6,4,0,5,0,0,0,9,6
2024,2024-01-01,2024-12-31,Highwind Exotics and Aquatics LLC dba Parker Exotic Pets,other,rabbits,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2024,2024-01-01,2024-12-31,Grand Rivers Humane Society,dog,juvenile,0,0,0,40,57,0,0,96,0,0,0,0,1,0,0,0,0
2024,2024-01-01,2024-12-31,Trevor's Animal Rescue,dog,adult,0,6,0,5,4,96,0,107,1,0,0,0,0,1,0,0,2
2024,2024-01-01,2024-12-31,Big Sky CARES,cat,adult,107,0,1573,151,0,236,56,178,483,194,109,1034,9,10,0,106,0
2024,2024-01-01,2024-12-31,Denver Cat Rescue,cat,juvenile,0,0,0,121,60,78,0,207,0,9,0,0,4,1,0,38,0
2024,2024-01-01,2024-12-31,Cavies and Canines Animal Rescue,other,small mammals,0,43,5,292,0,0,0,107,0,0,192,0,7,0,0,0,34
2023,2023-01-01,2023-12-31,Colorado Beagle Rescue,dog,adult,0,5,0,8,0,69,0,77,0,1,0,0,0,0,0,0,4
2023,2023-01-01,2023-12-31,Pepper's Senior Dog Sacntuary,dog,adult,16,0,0,0,14,1,0,0,0,0,0,15,0,1,0,15,0
2023,2023-01-01,2023-12-31,Teller County Regional Animal Shelter,dog,adult,27,2,227,37,37,79,91,217,251,3,1,3,0,2,0,16,7
2023,2023-01-01,2023-12-31,Intermountain Humane001qm2,dog,juvenile,4,0,0,0,59,0,0,63,0,0,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,"For Pets' Sake, Inc.",cat,adult,0,2,0,20,0,0,0,3,0,19,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,"Wet Mountain Animal Welfare, LLC",cat,juvenile,0,0,0,17,0,0,0,7,0,0,0,0,0,0,0,0,10
2023,2023-01-01,2023-12-31,Journey Home Animal Care Center,other,small mammals,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Gunnison Valley Animal Welfare League,cat,adult,4,0,16,34,2,0,18,60,2,0,0,3,1,1,0,7,0
2023,2023-01-01,2023-12-31,SLV Spay and Neuter Alliance,cat,adult,0,0,2,6,0,0,0,6,0,2,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Oh Be Dogful,dog,adult,16,0,1,4,5,0,0,9,0,0,0,0,1,0,0,16,0
2023,2023-01-01,2023-12-31,City of Rocky Ford Animal Shelter,dog,juvenile,0,0,10,9,0,0,0,0,5,14,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Logan County Humane Society,cat,adult,8,9,41,7,0,0,8,12,5,0,0,0,4,9,0,16,27
2023,2023-01-01,2023-12-31,Intermountain Humane001qm2,dog,adult,4,0,7,37,26,0,0,62,7,0,0,0,0,0,0,5,0
2023,2023-01-01,2023-12-31,Dumb Friends League Buddy Center,cat,adult,40,1,356,670,128,0,26,845,85,128,0,41,0,93,0,29,0
2023,2023-01-01,2023-12-31,Cooper's Companions,cat,juvenile,0,2,0,60,0,0,0,50,0,0,0,0,0,0,0,0,12
2023,2023-01-01,2023-12-31,Rocky Mountain Feline Rescue,cat,juvenile,34,4,61,26,23,172,27,294,0,0,0,0,7,6,0,11,29
2023,2023-01-01,2023-12-31,Majestic Canine Rescue,dog,adult,88,0,0,14,0,2,0,0,1,0,0,0,9,12,0,82,0
2023,2023-01-01,2023-12-31,all mixed up dog rescue,dog,adult,0,10,0,2,0,9,0,12,0,1,0,0,0,1,0,0,7
2023,2023-01-01,2023-12-31,"Chihuahua & Small Dog Rescue, Inc.",dog,juvenile,0,6,0,0,0,7,5,11,0,7,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Special Needs Animal Rescue League- SNA,dog,juvenile,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Animal Aid of Colorado,cat,juvenile,12,0,0,0,12,0,0,0,0,12,0,0,0,0,0,12,0
2023,2023-01-01,2023-12-31,Loma Cat House Inc,cat,juvenile,0,0,244,130,0,0,0,258,8,0,0,0,77,0,3,28,0
2023,2023-01-01,2023-12-31,City of Aurora Animal Services,cat,juvenile,4,12,180,84,28,0,207,378,2,40,0,0,21,33,0,7,34
2023,2023-01-01,2023-12-31,"VetCor of Colorado Springs LLC, Red Hill Animal Health Center",dog,adult,0,0,95,0,0,0,0,0,88,6,0,0,0,1,0,0,0
2023,2023-01-01,2023-12-31,Above and Beyond English Setter Rescue,dog,juvenile,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Longmont Humane Society,dog,juvenile,0,11,40,12,1,100,0,148,6,1,0,2,2,1,0,2,2
2023,2023-01-01,2023-12-31,lookwhatthecatbroughtin,cat,adult,118,4,6,70,128,9,0,190,21,3,0,0,6,14,0,88,13
2023,2023-01-01,2023-12-31,lookwhatthecatbroughtin,cat,juvenile,0,0,11,50,0,18,0,66,5,0,0,0,2,6,0,0,0
2023,2023-01-01,2023-12-31,PawsCo,dog,adult,0,3,0,5,70,24,0,85,0,0,0,0,0,1,0,0,16
2023,2023-01-01,2023-12-31,Purrendipity,cat,adult,0,0,0,2,4,6,0,10,0,0,0,0,0,1,0,0,1
2023,2023-01-01,2023-12-31,Soul Dog Rescue,cat,adult,112,15,259,41,0,53,0,263,0,31,0,0,2,2,0,162,20
2023,2023-01-01,2023-12-31,Harmony Animal Matchmaker and Sanctuary,cat,juvenile,0,0,7,18,4,0,0,28,0,0,0,0,0,0,1,0,0
2023,2023-01-01,2023-12-31,Little Rescue On The Prairie,other,other,33,0,33,0,0,0,0,33,0,0,0,0,0,0,0,33,0
2023,2023-01-01,2023-12-31,Breeder Release Adoption Service,dog,adult,49,14,0,20,0,457,0,449,0,0,0,0,8,0,0,49,34
2023,2023-01-01,2023-12-31,The Gabriel Foundation,other,birds,289,0,0,52,2,0,27,111,0,0,0,0,11,4,0,244,0
2023,2023-01-01,2023-12-31,Live Love Animal Rescue,dog,adult,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,Angels with Paws,cat,adult,29,2,30,50,8,38,0,116,1,0,0,0,0,0,0,36,4
2023,2023-01-01,2023-12-31,Colorado Animal Rescue,cat,adult,6,2,48,38,36,0,32,118,36,0,0,0,1,3,0,4,0
2023,2023-01-01,2023-12-31,Paired Souls Animal Rescue and Rehabilitation,cat,juvenile,0,0,0,4,0,0,0,3,0,1,0,0,0,0,0,0,0
2023,2023-01-01,2023-12-31,NOCO Humane,dog,adult,53,1,1271,815,40,2,249,925,973,41,2,108,2,322,1,56,1
2023,2023-01-01,2023-12-31,Mile High Dachshunds Rescue.org,dog,juvenile,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1
2023,2023-01-01,2023-12-31,Ark-Valley Humane Society,cat,adult,6,0,48,42,25,0,10,105,22,0,0,0,0,2,0,2,0
2023,2023-01-01,2023-12-31,City of Aurora Animal Services,other,rabbits,2,0,15,3,0,0,0,13,0,1,0,0,0,6,0,0,0
2023,2023-01-01,2023-12-31,All Points West German Shorthaired Pointer Rescue,dog,juvenile,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
2023,2023-01-01,2023-12-31,Cats League and Assistance of the Western Slope Adoption Center,cat,juvenile,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2023,2023-01-01,2023-12-31,Roice-Hurst Humane Society Delta,cat,juvenile,0,11,40,1,0,0,0,39,4,0,0,0,6,0,3,0,0
2023,2023-01-01,2023-12-31,valley pets,other,birds,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Teller County Regional Animal Shelter,dog,adult,12,1,348,46,19,26,22,174,266,6,0,0,0,0,8,18,2
2015,2015-01-01,2015-12-31,The Misfits Dog Rescue,dog,adult,8,5,5,36,22,31,3,89,0,0,0,0,0,0,0,20,17
2015,2015-01-01,2015-12-31,Rifle Animal Shelter,dog,juvenile,3,0,29,56,41,16,4,123,13,0,0,0,0,1,0,1,0
2015,2015-01-01,2015-12-31,Painted Paws for Veterans,dog,juvenile,13,0,4,10,12,99,47,102,0,24,1,0,16,0,4,38,0
2015,2015-01-01,2015-12-31,Demi's Animal Rescue,dog,juvenile,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Humane Society of Fremont County,other,other,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Paws and People,dog,adult,3,1,0,0,1,43,0,44,0,0,0,0,0,0,0,4,1
2015,2015-01-01,2015-12-31,Adams County Animal Shelter/ Adoption Center,cat,juvenile,6,14,597,45,31,0,55,440,1,157,0,0,42,1,71,10,26
2015,2015-01-01,2015-12-31,Routt County Humane Society,cat,juvenile,1,2,93,18,0,0,2,81,2,1,0,0,2,0,0,3,3
2015,2015-01-01,2015-12-31,Delta County Humane Society,other,birds,1,1,15,0,0,0,0,0,0,0,0,10,2,0,0,4,4
2015,2015-01-01,2015-12-31,Good Samaritan Pet Center,dog,adult,7,6,0,2,12,5,0,16,0,0,0,0,0,0,0,3,3
2015,2015-01-01,2015-12-31,"HeartFire Enterprises, Inc dba Happy Haven Farm & Sanctuary",cat,juvenile,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0
2015,2015-01-01,2015-12-31,LAND OF AHS KENNEL,other,other,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Summit County Animal Control and Shelter,other,birds,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,2015-01-01,2015-12-31,City of Walsenburg Animal Shelter,dog,juvenile,0,0,37,0,0,0,0,4,6,26,0,0,0,0,1,0,0
2015,2015-01-01,2015-12-31,RUFF Rescue,cat,adult,0,0,0,0,83,0,0,70,0,10,0,0,1,0,0,2,2
2015,2015-01-01,2015-12-31,Willow Run Feed and Supply Store,cat,adult,25,0,25,0,0,0,1,0,0,20,0,0,0,0,4,25,0
2015,2015-01-01,2015-12-31,Eagle County Animal Shelter & Services,other,other,14,0,0,0,0,0,14,14,0,0,0,0,0,0,0,14,0
2015,2015-01-01,2015-12-31,Willow Run Feed and Supply Store,other,small mammals,4,0,4,0,0,0,0,0,1,3,0,0,0,0,0,4,0
2015,2015-01-01,2015-12-31,Mile High Dachshunds Rescue,dog,adult,0,0,0,13,7,0,0,12,0,0,0,0,0,0,0,0,8
2015,2015-01-01,2015-12-31,Rocky Mountain Lab Rescue,dog,adult,0,9,0,0,2,198,3,198,0,0,1,0,3,0,0,0,18
2015,2015-01-01,2015-12-31,County of Bent/City of Las Animas Animal Shelter,dog,adult,6,0,78,2,0,0,0,20,29,5,0,0,0,0,26,0,0
2015,2015-01-01,2015-12-31,Mile High Labrador Retriever Mission,dog,adult,0,10,0,0,0,229,1,208,0,0,0,0,1,1,0,0,29
2015,2015-01-01,2015-12-31,Certified Pound Hounds,dog,juvenile,65,14,0,3,0,18,0,62,0,0,0,0,2,0,0,3,1
2015,2015-01-01,2015-12-31,Animal House Rescue,dog,juvenile,0,1,0,0,59,130,0,190,0,0,0,0,2,0,0,0,3
2015,2015-01-01,2015-12-31,Save the Giants,dog,adult,0,9,0,23,4,36,0,44,1,3,3,0,0,0,3,0,18
2015,2015-01-01,2015-12-31,"Cisco Kidd, LLC",cat,adult,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Logan County Humane Society,cat,juvenile,2,0,89,18,0,0,9,3,0,73,0,8,14,0,4,8,8
2015,2015-01-01,2015-12-31,Mesa County Animal Services,other,other,0,0,0,0,0,0,7,2,2,0,0,0,0,0,3,0,0
2015,2015-01-01,2015-12-31,Paws For Life,dog,adult,28,1,205,333,9,12,0,460,70,8,0,0,1,1,0,45,2
2015,2015-01-01,2015-12-31,PETCO / Dumb Friends League,dog,juvenile,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Willow Run Feed and Supply Store,other,reptiles and amphibians,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0
2015,2015-01-01,2015-12-31,Lions Head Pet Center,other,reptiles and amphibians,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2015-01-01,2015-12-31,Ft. Lupton Veterinary Hospital,dog,juvenile,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015,2015-01-01,2015-12-31,San Luis Valley Animal Welfare Society,cat,adult,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,For Pets' Sake Humane Society,cat,adult,0,9,3,14,0,0,287,5,1,20,0,272,0,0,1,0,14
2015,2015-01-01,2015-12-31,Southern Colorado Animal Rescue DBA Black Forest Animal Sanctuary,other,birds,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0
2015,2015-01-01,2015-12-31,Gunnison Valley Animal Welfare League,dog,juvenile,0,0,5,4,5,7,0,10,13,1,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Leadville/Lake Co Animal Shelter,dog,juvenile,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Delta County CAWS,cat,adult,6,0,24,12,1,0,0,32,1,0,0,0,0,0,1,8,1
2015,2015-01-01,2015-12-31,Rifle Animal Shelter,other,reptiles and amphibians,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Rifle Animal Shelter,dog,adult,23,0,213,191,105,44,0,388,155,9,4,0,2,0,4,26,0
2015,2015-01-01,2015-12-31,"International Hearing Dog, Inc.",dog,adult,19,0,0,5,13,0,0,25,0,0,0,1,0,0,0,12,0
2015,2015-01-01,2015-12-31,Doggy Dog World Rescue,dog,juvenile,0,0,0,0,0,126,0,124,0,0,0,0,1,0,0,1,1
2015,2015-01-01,2015-12-31,pueblo animal services,other,reptiles and amphibians,0,0,3,0,0,0,3,0,2,4,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Voices of the Wild Foundation,dog,adult,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0
2015,2015-01-01,2015-12-31,Aspen Boarding Kennel & Animal Shelter,cat,adult,16,0,27,24,1,2,0,38,18,0,0,0,0,0,0,8,0
2015,2015-01-01,2015-12-31,Humane society of the pikes peak region,other,small mammals,26,1,83,339,16,0,9,360,8,0,5,0,15,0,39,15,1
2015,2015-01-01,2015-12-31,Routt County Humane Society,other,birds,0,0,9,1,0,0,0,10,0,0,0,0,0,0,0,0,0
2015,2015-01-01,2015-12-31,Denver Dachshunds Rescue and Transport,dog,adult,32,32,0,19,123,65,0,179,0,0,0,0,5,0,0,30,30
2015,2015-01-01,2015-12-31,Mountain Pet Rescue,dog,adult,0,27,0,1,14,133,11,145,0,3,0,0,2,0,0,0,9
2016,2016-01-01,2016-12-31,Big Dogs Huge Paws,dog,adult,26,26,3,123,31,83,0,250,0,0,0,0,0,11,0,60,60
2016,2016-01-01,2016-12-31,Red Hill animal Health Center,cat,adult,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,Soul Dog Rescue,cat,adult,2,0,47,18,19,12,0,93,0,0,0,0,1,0,0,3,1
2016,2016-01-01,2016-12-31,Pueblo Animal Services,other,rabbits,2,0,19,1,0,0,4,11,4,7,0,0,0,3,0,0,0
2016,2016-01-01,2016-12-31,"Hoof and Paw, Inc.",dog,adult,0,0,23,1,0,0,0,5,17,2,0,0,0,0,0,0,1
2016,2016-01-01,2016-12-31,Denver Animal Protection,dog,adult,77,3,3039,369,13,7,1102,955,2159,451,0,0,7,787,0,125,10
2016,2016-01-01,2016-12-31,The Misfits Dog Rescue,dog,juvenile,3,3,0,14,2,12,4,28,0,0,0,0,0,2,0,2,2
2016,2016-01-01,2016-12-31,Paws on the Ground Colorado,dog,juvenile,0,0,0,0,4,60,0,60,0,0,0,0,0,0,0,0,0
2016,2016-01-01,2016-12-31,2 Blondes All Breed Rescue,dog,juvenile,0,0,0,0,162,1354,0,1514,0,0,0,0,33,0,0,2,2
2016,2016-01-01,2016-12-31,Forgotten Felines Rescue,cat,juvenile,0,0,0,0,11,0,211,96,0,100,0,0,4,0,0,0,0
2016,2016-01-01,2016-12-31,Doberman Rescue of Colorado,dog,adult,5,0,0,4,30,9,0,38,0,0,0,0,0,7,0,3,0
2016,2016-01-01,2016-12-31,Roice-Hurst Humane Society,dog,juvenile,0,0,3,13,43,41,12,99,0,9,0,0,2,0,0,0,0
2016,2016-01-01,2016-12-31,Mile High Labrador Retriever Mission,dog,adult,0,31,0,0,0,104,0,130,0,0,0,0,0,0,1,0,5
2016,2016-01-01,2016-12-31,Humane Society of Fremont County,dog,adult,29,0,316,155,10,0,432,256,478,148,0,0,7,7,0,45,0
2016,2016-01-01,2016-12-31,Havok's Wolfpack,dog,adult,0,0,0,0,0,19,0,18,0,0,0,0,0,0,0,0,1
2016,2016-01-01,2016-12-31,"Dancing Dog Rescue and Recovery Ranch, Inc.",dog,adult,35,10,2,7,15,47,0,79,0,1,0,0,2,0,0,16,15
2016,2016-01-01,2016-12-31,Colorado Animal Rescue,dog,adult,20,2,182,136,77,0,18,223,132,49,0,0,2,15,0,12,1
2016,2016-01-01,2016-12-31,Indigo Mountain Nature Center Inc,dog,juvenile,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0
2016,2016-01-01,2016-12-31,Angels with Paws,cat,juvenile,0,0,16,8,10,20,0,46,0,1,0,0,5,1,0,2,0
2016,2016-01-01,2016-12-31,Town of Limon Animal Shelter,dog,juvenile,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
