year,start_of_year_date,end_of_year_date,Facility_Name,animal_category,animal_type,start_of_year_in_shelter_count,start_of_year_in_foster_care_count,intake_stray,intake_relinquished,intake_in_state_transfer,intake_out_of_state_transfer,intake_other,outcome_adoption,outcome_return_to_owner,outcome_in_state_transfer,outcome_out_of_state_transfer,outcome_other,outcome_deaths,outcome_euthanasia,outcome_missing_or_stolen,end_of_year_in_shelter_count,end_of_year_in_foster_care_count
2018,2018-01-01,2018-12-31,Grand County Animal Shelter,cat,juvenile,0,0,18,13,21,0,0,51,1,0,0,0,0,0,0,0,0
2018,2018-01-01,2018-12-31,Twice Purrfect Feline Rescue,cat,juvenile,0,6,0,0,0,30,5,38,0,0,0,0,3,0,0,0,11
2018,2018-01-01,2018-12-31,Humane Society of Pagosa springs,dog,juvenile,1,3,53,42,10,1,0,52,3,46,0,0,5,0,0,4,0
2018,2018-01-01,2018-12-31,Larimer Humane Society,other,rabbits,5,0,25,85,7,15,7,121,4,1,0,0,1,10,0,5,0
2019,2019-01-01,2019-12-31,Aspen Boarding Kennel And Animal Shelter,dog,adult,17,0,94,54,94,9,11,160,99,0,0,0,1,1,0,20,0
2019,2019-01-01,2019-12-31,Humane Society of Boulder Valley,dog,adult,45,5,686,678,211,749,365,1720,660,20,10,73,4,194,2,51,3
2019,2019-01-01,2019-12-31,City of Montrose Animal Services,other,small mammals,0,0,2,1,6,0,0,9,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Logan County Humane Society,dog,adult,13,0,212,42,0,0,39,43,154,84,0,0,0,0,0,12,4
2019,2019-01-01,2019-12-31,True-Blue Pet Rescue,dog,adult,0,0,0,12,2,20,1,28,0,0,0,0,0,0,0,0,7
2019,2019-01-01,2019-12-31,Snow Capped Shepherd Rescue,dog,juvenile,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Summit County Animal Control and Shelter,other,rabbits,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,2019-01-01,2019-12-31,Humane Society of Boulder Valley,other,reptiles and amphibians,0,2,31,4,0,0,0,24,1,5,0,0,2,1,0,2,2
2019,2019-01-01,2019-12-31,Aspen Boarding Kennel And Animal Shelter,other,small mammals,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Life is Better Rescue,other,rabbits,0,3,0,0,11,0,0,12,0,0,0,0,2,0,0,0,0
2019,2019-01-01,2019-12-31,City of Walsenburg,dog,juvenile,33,0,1,22,0,0,10,29,0,4,0,0,0,0,0,33,0
2019,2019-01-01,2019-12-31,"Gunnison Valley Animal Welfare League, Inc.",dog,juvenile,0,0,1,2,0,4,2,8,1,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Doberman Rescue of Colorado,dog,adult,3,3,1,2,10,4,1,16,0,0,0,0,0,5,0,2,1
2019,2019-01-01,2019-12-31,Colorado Greyhound Adoption,dog,juvenile,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
2019,2019-01-01,2019-12-31,Town of Rangely Animal Shelter,cat,adult,17,0,33,6,0,0,12,57,0,0,0,0,0,2,0,0,0
2019,2019-01-01,2019-12-31,County of Clear Creek Animal Shelter,cat,juvenile,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,The Animal Interest League and Sanctuary,cat,adult,0,0,38,22,0,0,0,25,0,31,0,0,0,0,0,4,0
2019,2019-01-01,2019-12-31,County of Clear Creek Animal Shelter,other,reptiles and amphibians,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0
2019,2019-01-01,2019-12-31,"Pet Association of Estes Park, Inc.",dog,juvenile,0,0,0,5,0,4,9,14,0,0,0,0,0,0,0,0,4
2019,2019-01-01,2019-12-31,Indigo Mountain Nature Center,dog,adult,43,0,0,0,1,0,0,0,0,0,0,0,2,0,0,42,0
2019,2019-01-01,2019-12-31,Mesa County Animal Services,dog,adult,47,0,1013,321,0,0,0,165,711,336,0,0,0,87,0,35,0
2019,2019-01-01,2019-12-31,Peaceful Animal Adoption Shelter dba PAAS,dog,adult,608,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Underdog Animal Rescue and Rehab,cat,juvenile,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0
2019,2019-01-01,2019-12-31,"Pet Association of Estes Park, Inc.",other,other,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Toby Darwin Foundation,dog,juvenile,0,0,0,1,0,11,0,20,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Aspen Boarding Kennel And Animal Shelter,cat,adult,3,0,8,31,0,16,0,44,3,0,0,0,1,3,0,10,0
2019,2019-01-01,2019-12-31,Humane Society of Fremont County,cat,juvenile,9,0,107,34,9,0,7,82,2,49,0,0,11,10,0,9,3
2019,2019-01-01,2019-12-31,Fort Collins Cat Rescue and Spay/Neuter Clinic,cat,juvenile,20,106,44,483,259,1045,20,1794,4,8,0,0,32,32,0,36,71
2019,2019-01-01,2019-12-31,Second Chance Animal Rescue Foundation,cat,adult,0,0,0,13,0,0,0,2,0,11,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Humane Society of Pagosa Springs,cat,adult,22,0,65,11,0,5,28,70,12,19,0,3,1,3,2,21,0
2019,2019-01-01,2019-12-31,Denkai Animal Sanctuary,dog,adult,0,6,42,141,0,32,0,114,0,31,0,0,0,5,0,0,71
2019,2019-01-01,2019-12-31,Tumbleweed Country Kennels,cat,adult,0,0,43,5,0,0,0,1,3,27,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Hutchinson Animal Shelter,cat,adult,25,0,318,146,0,0,15,222,22,20,23,0,2,198,0,17,0
2019,2019-01-01,2019-12-31,Denver Animal Shelter,other,birds,0,0,11,17,0,0,9,18,0,13,0,2,2,2,0,0,0
2019,2019-01-01,2019-12-31,Humane Society of the Pikes Peak Region,dog,adult,133,1,4245,1601,567,983,858,4321,3004,141,6,0,5,770,0,136,5
2019,2019-01-01,2019-12-31,Acadiana Animal Aid,dog,adult,17,32,89,68,0,466,9,207,10,101,374,0,2,12,0,17,24
2019,2019-01-01,2019-12-31,"Colorado Wyoming Vizsla Rescue Group, Inc",dog,adult,0,13,0,9,1,3,0,18,0,0,0,0,0,4,0,0,4
2019,2019-01-01,2019-12-31,"DMK Rehoming, Inc.",dog,adult,0,0,1,8,0,3,12,16,0,0,0,0,0,0,1,0,7
2019,2019-01-01,2019-12-31,Dumb Friends League,dog,adult,96,11,1565,3160,341,79,0,3103,812,649,8,0,6,556,0,108,22
2019,2019-01-01,2019-12-31,Sunshine Canyon Dog Rescue,dog,adult,0,2,0,1,0,12,3,13,0,0,0,2,1,0,0,0,2
2019,2019-01-01,2019-12-31,Animal Kingdom,dog,juvenile,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Tumbleweed Country Kennels,cat,juvenile,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Grand Rivers Humane Society,cat,adult,0,0,0,74,25,0,0,94,0,0,0,0,0,0,0,5,0
2019,2019-01-01,2019-12-31,Noah's Ark Animal Welfare Association,other,small mammals,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Soul Dog Rescue,cat,juvenile,12,0,0,0,0,0,547,517,0,0,0,0,0,20,0,22,0
2019,2019-01-01,2019-12-31,Life is Better Rescue,cat,juvenile,0,1,1,3,84,128,0,184,0,0,0,0,15,1,0,12,5
2019,2019-01-01,2019-12-31,La Plata County Humane Society,other,birds,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Intuitive Dog Training LLC,dog,adult,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Humane Society of Boulder Valley,dog,juvenile,30,2,38,34,37,834,67,1001,11,4,0,2,4,4,0,16,0
2019,2019-01-01,2019-12-31,Hutchinson Animal Shelter,dog,juvenile,8,1,228,61,0,5,21,164,81,11,35,0,7,22,0,2,2
2019,2019-01-01,2019-12-31,Cortez Animal Shelter,other,birds,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2019,2019-01-01,2019-12-31,Black Ops Rescue,dog,adult,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,1
2019,2019-01-01,2019-12-31,Breeder Release Adoption Service,dog,juvenile,0,0,0,0,0,121,0,121,0,0,0,0,0,0,0,0,0
2019,2019-01-01,2019-12-31,Brighter Days Dog Rescue,dog,juvenile,0,8,0,0,0,206,0,206,0,0,0,0,0,0,0,0,8
2019,2019-01-01,2019-12-31,Circle 2 Rescue,dog,juvenile,0,27,0,0,0,253,0,260,0,0,0,0,0,1,0,0,19
2019,2019-01-01,2019-12-31,Delta County Citizens for Animal Welfare and Shelter,cat,juvenile,0,0,47,21,0,0,0,36,1,20,0,0,0,0,0,10,0
2019,2019-01-01,2019-12-31,Colorado Animal Rescue,cat,adult,10,0,70,79,39,9,5,168,22,1,0,0,0,5,0,16,0
2019,2019-01-01,2019-12-31,Adams County Animal Shelter & Adoption Center,other,rabbits,0,0,37,35,0,0,6,36,3,19,0,6,4,9,0,1,0
2019,2019-01-01,2019-12-31,PawsCo,dog,adult,0,13,0,1,56,2,0,59,1,1,0,0,3,2,0,0,6
2019,2019-01-01,2019-12-31,Until They're Home,dog,adult,0,0,0,13,4,0,0,1,4,0,0,0,1,0,0,0,11
2019,2019-01-01,2019-12-31,2 Blondes All Breed Rescue,dog,juvenile,30,0,0,0,0,1228,81,1262,0,0,0,0,30,0,0,0,56
2019,2019-01-01,2019-12-31,Cortez Animal Shelter,cat,adult,4,0,113,192,0,0,0,81,11,47,0,0,0,166,0,0,0
2019,2019-01-01,2019-12-31,Mesa County Animal Services,other,birds,0,0,5,5,0,0,0,8,0,0,0,1,0,1,0,0,0
2019,2019-01-01,2019-12-31,Aurora Animal Shelter,other,small mammals,7,0,14,13,0,0,22,32,0,12,0,0,5,5,0,2,0
2020,2020-01-01,2020-12-31,County of Clear Creek Animal Shelter,dog,adult,24,11,82,28,0,145,35,170,100,19,0,12,1,3,1,13,6
2020,2020-01-01,2020-12-31,Natalia Kelly dba Colorado Animal Care Foundation,dog,adult,0,7,0,40,4,24,0,65,0,0,0,0,0,2,0,0,8
2020,2020-01-01,2020-12-31,Taysia Blue Rescue,dog,adult,0,1,0,22,47,15,0,75,0,0,1,1,1,0,0,0,7
2020,2020-01-01,2020-12-31,Leadville Lake County Animal Shelter,dog,juvenile,1,0,1,0,0,0,7,8,0,0,0,0,0,0,0,0,1
2020,2020-01-01,2020-12-31,Garfield County Animal Welfare Foundation Inc DBA Rifle Animal Shelter,other,rabbits,0,0,5,1,0,0,0,3,1,2,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,The Denver Dumb Friends League,other,birds,0,0,13,66,2,0,0,4,0,68,0,0,2,2,0,5,0
2020,2020-01-01,2020-12-31,"Big Dogs Huge Paws, Inc",dog,juvenile,0,7,0,10,0,21,0,37,0,0,0,0,0,0,0,0,1
2020,2020-01-01,2020-12-31,Foothills Animal Shelter,dog,juvenile,1,6,52,33,0,278,32,359,33,6,2,0,0,1,0,1,0
2020,2020-01-01,2020-12-31,Denver Cat Rescue,cat,adult,0,0,0,0,0,91,0,91,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Jemez Valley Animal Amigos,dog,adult,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,2020-01-01,2020-12-31,L.O.L.A.'S Rescue,cat,adult,0,16,0,13,1,79,0,103,0,0,0,0,2,1,0,0,3
2020,2020-01-01,2020-12-31,Eagle County Animal Shelter and Services,other,reptiles and amphibians,0,0,1,0,0,0,3,0,1,2,0,0,1,0,0,0,0
2020,2020-01-01,2020-12-31,El Paso County Canine Rescue,dog,juvenile,0,13,0,25,0,557,0,517,0,0,0,0,5,0,0,0,73
2020,2020-01-01,2020-12-31,Colorado Animal Welfare League,cat,juvenile,0,0,0,44,0,0,0,44,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Placing Paws,cat,juvenile,0,0,0,0,7,167,0,95,0,79,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,iResQRR,cat,juvenile,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Longmont Humane Society,other,rabbits,5,2,4,3,0,5,5,17,0,0,0,3,0,1,0,3,0
2020,2020-01-01,2020-12-31,PawsCo,dog,adult,0,6,0,12,190,7,0,197,2,2,0,0,3,0,0,0,11
2020,2020-01-01,2020-12-31,RMYR,dog,adult,13,0,0,13,0,0,0,13,0,0,0,0,0,0,0,13,0
2020,2020-01-01,2020-12-31,"Dancing Dog Rescue and Recovery Ranch, Inc.",dog,juvenile,0,10,0,0,0,14,0,12,0,0,0,0,0,0,0,0,12
2020,2020-01-01,2020-12-31,Intermountain Humane Society,cat,adult,25,0,28,5,14,47,8,85,6,6,0,13,4,0,0,13,0
2020,2020-01-01,2020-12-31,City of Aurora Animal Shelter,dog,adult,31,2,676,112,19,0,158,248,594,78,5,0,5,52,0,15,1
2020,2020-01-01,2020-12-31,The Misfits Dog Rescue,dog,adult,0,4,0,39,34,22,0,88,0,2,0,0,0,0,0,0,9
2020,2020-01-01,2020-12-31,Animal Friends Alliance,cat,adult,35,30,44,195,75,269,161,712,17,1,0,0,2,17,0,30,30
2020,2020-01-01,2020-12-31,4 Paws 4 Life Rescue,cat,juvenile,4,0,7,4,0,157,12,174,0,0,0,0,4,0,0,0,6
2020,2020-01-01,2020-12-31,Grand County Animal Shelter,dog,adult,5,0,117,40,1,0,14,35,128,0,0,0,2,8,0,4,0
2020,2020-01-01,2020-12-31,Humane Society of the Pikes Peak Region,dog,adult,143,4,3000,1184,328,563,590,2846,2140,257,10,0,4,454,2,93,6
2020,2020-01-01,2020-12-31,Logan County Humane Society,dog,adult,12,4,146,48,0,0,31,47,129,49,0,0,1,7,0,4,4
2020,2020-01-01,2020-12-31,Longmont Humane Society,dog,adult,102,8,628,189,51,312,183,822,459,17,2,69,0,40,0,60,4
2020,2020-01-01,2020-12-31,"Indigo Mountain Nature Center, Inc.",cat,adult,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
2020,2020-01-01,2020-12-31,Big Bones Canine Rescue Service Inc.,dog,adult,18,86,0,35,40,975,0,1027,2,1,0,0,10,19,0,20,75
2020,2020-01-01,2020-12-31,Snow Capped Shepherd Rescue,dog,adult,0,9,0,3,2,32,0,39,0,0,0,0,0,0,0,0,7
2020,2020-01-01,2020-12-31,Gunnison Underdog Rescue,dog,juvenile,0,12,0,0,0,8,0,20,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Cats League and Assistance of the Western Slope,cat,juvenile,0,1,228,39,3,0,0,209,0,60,0,1,1,0,0,0,0
2020,2020-01-01,2020-12-31,"Humane Society of the South Platte Valley, Inc.",other,small mammals,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,The Dog Ranch,dog,juvenile,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,HearthFire Enterprises Inc dba Happy Haven Farm & Sanctuary,cat,adult,38,0,7,3,5,0,0,0,0,0,0,0,2,6,0,45,0
2020,2020-01-01,2020-12-31,Moe Moes Rescue of the Rockies,dog,adult,0,10,0,3,0,0,0,6,0,0,0,0,0,1,0,0,6
2020,2020-01-01,2020-12-31,Paws on the Ground Colorado,dog,adult,0,30,0,3,12,408,0,415,0,0,0,0,2,6,0,0,30
2020,2020-01-01,2020-12-31,Beaumont Pets Alive,cat,adult,5,0,18,23,0,0,36,55,0,0,4,15,0,0,0,8,0
2020,2020-01-01,2020-12-31,Logan County Humane Society,cat,juvenile,4,12,97,25,0,0,4,16,0,111,0,0,7,5,0,1,2
2020,2020-01-01,2020-12-31,City Of Cortez Animal Shelter,cat,adult,21,0,129,192,0,0,0,74,20,49,0,0,1,177,0,21,0
2020,2020-01-01,2020-12-31,Red Fern Animal Rescue,cat,adult,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,2
2020,2020-01-01,2020-12-31,Humane Society of Boulder Valley,other,rabbits,3,0,9,50,4,0,9,57,1,1,0,4,0,11,0,1,0
2020,2020-01-01,2020-12-31,Grand County Animal Shelter,other,reptiles and amphibians,0,0,0,1,0,0,3,1,3,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Fureverdog Rescue and Boarding,dog,adult,10,0,9,8,11,24,0,51,2,0,0,0,1,0,0,8,0
2020,2020-01-01,2020-12-31,Humane Society of Weld County,dog,adult,47,4,1361,307,16,0,103,876,804,66,0,0,3,46,0,38,5
2020,2020-01-01,2020-12-31,Springfield,dog,adult,12,0,11,1,0,0,0,0,10,1,0,0,0,1,0,12,0
2020,2020-01-01,2020-12-31,Leadville Lake County Animal Shelter,dog,adult,7,0,6,8,5,0,114,21,114,1,0,0,0,2,0,2,0
2020,2020-01-01,2020-12-31,Sunshine Canyon Dog Rescue,dog,adult,0,2,0,0,0,26,0,22,0,1,0,0,0,0,0,0,5
2020,2020-01-01,2020-12-31,Do Over Dogs A Second Chance At Life,dog,juvenile,0,13,0,8,0,33,39,93,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,"Mile High Canine Rescue, Inc.",dog,juvenile,0,9,0,3,30,471,0,428,0,0,0,0,6,0,1,0,78
2020,2020-01-01,2020-12-31,Snow Capped Shepherd Rescue,dog,juvenile,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,The Misfits Dog Rescue,cat,adult,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Hoof and Paw,cat,juvenile,0,0,26,4,0,0,0,30,0,0,0,0,0,0,0,0,0
2020,2020-01-01,2020-12-31,Town of Rangely Animal Shelter,dog,adult,0,1,70,8,0,0,0,15,53,9,0,0,0,1,0,0,1
2020,2020-01-01,2020-12-31,The Denver Dumb Friends League,cat,adult,190,17,1450,1574,333,55,0,2280,290,279,0,117,6,468,0,161,18
2020,2020-01-01,2020-12-31,Eagle Valley Humane Society,cat,juvenile,3,0,2,42,0,3,0,49,0,0,0,0,0,0,0,1,0
2020,2020-01-01,2020-12-31,Rocky Mountain Puppy Rescue,cat,juvenile,0,0,0,0,0,128,0,128,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,All Breed Rescue & Training,dog,adult,0,25,0,17,28,0,6,41,7,0,0,0,0,3,0,25,0
2021,2021-01-01,2021-12-31,Someone2Love,dog,juvenile,0,28,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0
2021,2021-01-01,2021-12-31,The Feline Fix,cat,juvenile,0,2,77,23,45,0,0,140,0,0,0,0,6,0,0,0,1
2021,2021-01-01,2021-12-31,Golden Retriever Freedom Rescue,dog,adult,0,6,0,14,8,94,0,108,0,0,0,0,0,2,0,0,12
2021,2021-01-01,2021-12-31,Harley's Dream,dog,adult,0,6,0,32,36,33,0,86,0,0,0,0,0,4,0,0,17
2021,2021-01-01,2021-12-31,Noah's Ark Animal Welfare Association,dog,adult,28,0,206,117,3,31,166,175,162,33,1,122,1,36,2,19,0
2021,2021-01-01,2021-12-31,Second Chance Animal Rescue Foundation,cat,juvenile,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Dumb Friends League San Luis Valley Animal Center,dog,juvenile,0,0,90,155,10,0,8,209,24,20,0,0,1,9,0,0,0
2021,2021-01-01,2021-12-31,Humane Society of Boulder Valley,other,reptiles and amphibians,0,0,3,13,0,0,0,7,0,9,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,9 Lives Rescue,cat,adult,4,31,5,7,6,8,9,42,0,0,0,5,0,1,0,1,21
2021,2021-01-01,2021-12-31,ARR Just Cats Cat Cottage,cat,adult,11,0,0,2,3,40,0,42,0,0,0,0,0,2,0,12,0
2021,2021-01-01,2021-12-31,Dumb Friends League San Luis Valley Animal Center,cat,adult,0,0,97,185,28,0,0,208,11,18,0,19,1,40,0,13,0
2021,2021-01-01,2021-12-31,Soul Dog Rescue,cat,adult,593,0,511,0,0,0,0,531,5,0,0,0,5,2,0,161,400
2021,2021-01-01,2021-12-31,Colorado Animal Welfare League,cat,juvenile,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Harley's Hope Foundation,cat,juvenile,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Humane Society of the Pikes Peak Region,dog,adult,90,7,3668,1441,250,288,587,2847,2616,205,9,0,8,477,0,162,7
2021,2021-01-01,2021-12-31,Bear Creek Animal Hospital,other,other,0,0,8,7,0,0,0,4,10,1,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Trevor's Animal Rescue,other,rabbits,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,"Westie Rescue Network, Inc.",dog,adult,0,1,0,16,3,0,0,17,0,0,0,0,1,1,0,0,1
2021,2021-01-01,2021-12-31,Denver Animal Shelter,dog,juvenile,0,0,75,33,3,0,35,63,45,30,0,0,1,1,0,3,3
2021,2021-01-01,2021-12-31,Harmony Animal Matchmaker and Sanctuary,other,rabbits,2,0,5,4,0,0,7,2,0,0,0,0,0,0,0,16,0
2021,2021-01-01,2021-12-31,Town of Akron,cat,adult,0,0,6,0,0,0,0,2,2,1,0,0,0,1,0,0,0
2021,2021-01-01,2021-12-31,PawsCo,dog,adult,0,18,0,3,48,9,2,69,0,1,0,0,0,2,0,0,8
2021,2021-01-01,2021-12-31,Second Chance Humane Society,dog,adult,19,3,105,34,92,15,0,191,40,0,0,0,0,2,0,32,3
2021,2021-01-01,2021-12-31,Pikes Peak Parrot Rescue,other,birds,28,4,0,35,1,0,0,51,0,3,13,0,1,0,0,0,0
2021,2021-01-01,2021-12-31,Rifle Animal Shelter,other,birds,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Paws on the Ground Colorado,cat,juvenile,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Ark-Valley Humane Society-BV,dog,adult,0,2,121,60,42,20,4,114,116,2,0,3,0,7,0,3,4
2021,2021-01-01,2021-12-31,Until They're Home,dog,juvenile,0,2,0,1,16,0,0,7,0,0,0,0,0,0,0,0,12
2021,2021-01-01,2021-12-31,Riverdale Animal Shelter,other,other,0,0,11,4,0,0,0,3,3,7,0,1,0,0,0,1,0
2021,2021-01-01,2021-12-31,City of Cortez Animal Shelter,other,small mammals,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2021,2021-01-01,2021-12-31,Colorado Feline Foster Rescue,cat,juvenile,0,63,0,97,13,737,36,885,0,0,0,0,6,6,0,0,49
2021,2021-01-01,2021-12-31,Lifeline Puppy Rescue,dog,adult,0,4,0,2,1,105,0,107,0,0,0,0,0,0,0,1,4
2021,2021-01-01,2021-12-31,La Plta County humane society,cat,juvenile,11,5,339,190,51,0,0,454,3,35,0,44,40,5,0,11,4
2021,2021-01-01,2021-12-31,Second Chance Humane Society,cat,juvenile,12,0,64,8,16,0,0,84,0,0,0,0,1,2,0,13,0
2021,2021-01-01,2021-12-31,Humane Society of Pagosa Springs,dog,adult,9,0,195,51,1,0,44,101,153,13,0,0,1,3,0,29,0
2021,2021-01-01,2021-12-31,Dumb Friends League (Denver),other,birds,5,0,17,83,26,0,0,15,9,94,0,0,2,10,0,1,0
2021,2021-01-01,2021-12-31,Second Chance Humane Society,cat,adult,15,0,60,31,6,7,0,89,3,3,0,0,1,0,0,23,0
2021,2021-01-01,2021-12-31,From forgotten to Forever transport,dog,juvenile,0,15,0,9,24,39,0,75,0,0,0,0,2,0,1,0,9
2021,2021-01-01,2021-12-31,My Second Home Rescue,dog,juvenile,0,0,0,0,0,22,0,15,0,0,0,0,0,7,0,0,0
2021,2021-01-01,2021-12-31,Western Australian Shepherd Rescue,dog,juvenile,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Rocky Mountain House Rabbit Rescue,other,rabbits,83,0,16,67,15,21,8,126,1,0,0,0,3,0,0,80,0
2021,2021-01-01,2021-12-31,Town of Rangely Animal Shelter,other,rabbits,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Forgotten Felines Rescue,cat,adult,0,4,0,0,0,0,430,11,0,57,0,353,0,13,0,0,0
2021,2021-01-01,2021-12-31,Compassion Project Rescue,cat,juvenile,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Animal Aid of Colorado,dog,adult,5,0,0,0,1,4,0,4,0,1,0,0,0,0,0,5,0
2021,2021-01-01,2021-12-31,Do Over Dogs A Second Chance At Life,dog,adult,0,5,0,5,0,41,0,42,0,0,0,0,0,1,0,0,8
2021,2021-01-01,2021-12-31,Humane Society of Boulder Valley,cat,juvenile,11,5,245,198,183,330,31,962,2,2,0,0,16,2,0,9,10
2021,2021-01-01,2021-12-31,Golden Growls Senior Rescue,dog,adult,0,4,0,1,3,4,0,6,0,0,0,0,0,2,0,0,4
2021,2021-01-01,2021-12-31,Rocky Mountain Yorkie Rescue,dog,adult,9,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9,0
2021,2021-01-01,2021-12-31,Town of Akron,dog,adult,1,0,19,0,0,0,0,4,13,2,0,0,0,0,0,1,0
2021,2021-01-01,2021-12-31,Mesa County Animal Services,other,small mammals,0,0,10,0,0,0,0,2,1,0,0,2,0,5,0,0,0
2021,2021-01-01,2021-12-31,Farfels Farm & Rescue,dog,adult,0,0,0,0,0,201,0,186,0,0,0,0,6,0,0,0,9
2021,2021-01-01,2021-12-31,Retriever Rescue of Colorado,dog,adult,0,26,0,4,0,70,0,75,1,0,0,0,0,1,0,0,23
2021,2021-01-01,2021-12-31,Animal Friends Alliance,dog,juvenile,1,15,0,8,10,318,18,353,0,0,0,0,0,6,0,0,11
2021,2021-01-01,2021-12-31,Cayleb's Kindred Senior Dog Rescue,dog,adult,0,9,0,0,8,0,0,2,0,0,0,0,0,4,0,0,11
2021,2021-01-01,2021-12-31,Snow Capped Shepherd Rescue,dog,juvenile,0,0,0,0,0,36,0,19,0,0,0,0,1,0,0,0,16
2021,2021-01-01,2021-12-31,Ark-Valley Humane Society South,cat,adult,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2021,2021-01-01,2021-12-31,Rifle Animal Shelter,cat,adult,11,0,76,180,29,2,0,249,10,0,2,0,3,11,0,10,13
2021,2021-01-01,2021-12-31,Pawsecond chance rescue,dog,juvenile,2,0,3,37,0,0,0,32,0,8,0,0,1,0,0,1,0
2022,2022-01-01,2022-12-31,Denver Animal Shelter,dog,adult,116,6,2352,604,23,0,561,1211,1608,234,0,0,7,455,1,130,16
2022,2022-01-01,2022-12-31,Moe Moe's Rescue of the Rockies,dog,adult,0,6,0,1,0,0,0,1,0,3,1,0,0,0,0,0,2
2022,2022-01-01,2022-12-31,CACF,dog,juvenile,0,1,0,0,0,284,0,248,0,18,0,0,4,0,0,0,15
2022,2022-01-01,2022-12-31,My Second Home Rescue,dog,juvenile,0,0,0,3,0,29,8,34,0,1,0,0,0,0,0,0,5
